Division	Class	Order	Species	SFLAG	STAGE	Author	AphiaID	Trophy	Geometric shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted	Unit	Size range	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No. of cells/ counting unit	Calculated  volume µm3	Comment	Filament: length of cell (µm)	Calculated Carbon pg/counting unit	Comment on Carbon calculation	Corrections/Additions 2013
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	72			cell	 40-50	45,0				24,8		1	14 426			1 737		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	73			cell	 50-70	60,0				30,0		1	28 260			3 267		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodiniales					HT	rotational ellipsoid	p/6*d^2*l	74			cell	70	70,0				28,0		1	28 721			3 317		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	OXYRRHINALES	Oxyrrhis marina			Dujardin 1841		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	 14x8	14,0				8,0	5,0	1	293			45		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Kofoidinium velelloides			Pavillard 1928		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	100-300 x 50-100	200,0				200,0	50,0		1 046 667			97 063		2013 correction by Helena: Color of text changed from blue to black.
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca scintillans			(Macartney)  Kofoid & Swezy 1921		HT	sphere	p/6*d^3	1			cell	 300-500					400,0		1	33 493 333	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		100 480		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca scintillans			(Macartney)  Kofoid & Swezy 1921		HT	sphere	p/6*d^3	2			cell	 500-700					600,0		1	113 040 000	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		339 120		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca scintillans			(Macartney)  Kofoid & Swezy 1921		HT	sphere	p/6*d^3	3			cell	 700-900					800,0		1	267 946 667	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		803 840		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca scintillans			(Macartney)  Kofoid & Swezy 1921		HT	sphere	p/6*d^3	4			cell	 900-1100					1000,0		1	523 333 333	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		1 570 000		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca scintillans			(Macartney)  Kofoid & Swezy 1921		HT	sphere	p/6*d^3	5			cell	80-150					115,0		1	795 925	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		2 388		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca scintillans			(Macartney)  Kofoid & Swezy 1921		HT	sphere	p/6*d^3	6			cell	150-300					225,0		1	5 961 094	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		17 883		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Pronoctiluca pelagica			Fabre-Domerque 1889		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	12x30-40	35,0				12,0	10,0	1	2 198	4		297		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Spatulodinium pseudonoctiluca			(Pouchet) Cachon & Cachon		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	 120-180x100-160 	150,0				130,0	65,0	1	663 325	*		63 249		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	ACTINISCALES	Actiniscus pentasterias			(Ehrenberg) Ehrenberg 1854 		HT	sphere	p/6*d^3	1			cell	35					35,0		1	22 438			2 630		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	ACTINISCALES	Dicroerisma psilonereiella			Taylor et Cattell 1969		HT	half cone	p/24*d^2*h	1			cell	30				30,0	15,0		1	883			126		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PHYTODINIALES (BLASTODINIALES)	Dissodinium pseudolunula			Swift ex Elbrächter & Drebes 1978		AU	monoraphidioid	d2/8*(2b - d+a)*(p2/6 + 1)	1			cell	 20-23					22,0		1	32 500	5; 6		3 725		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PHYTODINIALES (BLASTODINIALES)	Dissodinium pseudolunula			Swift ex Elbrächter & Drebes 1978		AU	monoraphidioid	d2/8*(2b - d+a)*(p2/6 + 1)	2			cell	 24-26					25,0		1	43 000	5; 6		4 845		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PHYTODINIALES (BLASTODINIALES)	Dissodinium pseudolunula			Swift ex Elbrächter & Drebes 1978		AU	monoraphidioid	d2/8*(2b - d+a)*(p2/6 + 1)	3			cell	 27-31					29,0		1	55 000	5; 6		6 105		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis lenticula			Bergh 1881		HT	sphere	p/6*d^3	1			cell	30					30,0		1	14 130			1 704		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis lenticula			Bergh 1881		HT	sphere	p/6*d^3	2			cell	45					45,0		1	47 689			5 339		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis	CPX				HT	sphere	p/6*d^3	1			cell	30-40					35,0		1	22 438			2 630		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis	CPX				HT	sphere	p/6*d^3	2			cell	40-50					45,0		1	47 689			5 339		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis	CPX				HT	sphere	p/6*d^3	3			cell	50-60					55,0		1	87 070			9 397		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis	CPX				HT	sphere	p/6*d^3	4			cell	60-70					65,0		1	143 720			15 044		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Diplopsalis	CPX				HT	sphere	p/6*d^3	5			cell	70-80					75,0		1	220 781			22 513		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Durinskia baltica			(Levander) Carty & E. R. Cox 1986		AU	sphere-20%	p/6*d^3*0.8	1			cell	 18-22					20,0		1	3 349			441		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Durinskia baltica			(Levander) Carty & E. R. Cox 1986		AU	sphere-20%	p/6*d^3*0.8	2			cell	 23-27					25,0		1	6 542			827		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Durinskia baltica			(Levander) Carty & E. R. Cox 1986		AU	sphere-20%	p/6*d^3*0.8	3			cell	 28-32					30,0		1	11 304			1 382		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium danicum			Paulsen 1907		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	 18-22	20,0				20,0	13,4	1	2 805	HD fac.=0.67		373		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium paululum			Lindemann 1928		AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 20-25	22,5				18,0	12,1	1	2 556	HD fac.=0.67		342		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 5-10x4-6	7,5				5,3	3,5	1	72	HD fac.=0.67		12		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	2			cell	 10-15x7-10	12,5				8,8	5,9	1	336	HD fac.=0.67		51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	3			cell	 15-20x11-13	17,5				12,3	8,2	1	921	HD fac.=0.67		131		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	4			cell	 20-25x14-17	22,5				15,8	10,6	1	1 957	HD fac.=0.67		266		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	5			cell	 25-35x18-23	30,0				21,0	14,1	1	4 639	HD fac.=0.67		599		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	6			cell	 35-45x30-34	40,0				32,0	21,4	1	14 362	HD fac.=0.67		1 730		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	7			cell	 45-55x38-42	50,0				40,0	26,8	1	28 051	HD fac.=0.67		3 244		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	8			cell	 55-65x44-50	60,0				48,0	32,2	1	48 472	HD fac.=0.67		5 422		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	9			cell	 35-45x18-22 	40,0				20,0	13,4	1	5 610	HD fac.=0.67		716		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	10			cell	 45-55x23-27 	50,0				25,0	16,8	1	10 957	HD fac.=0.67		1 342		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	11			cell	 55-65x28-32 	60,0				30,0	20,1	1	18 934	HD fac.=0.67		2 243		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	12			cell	 65-75x33-37 	70,0				35,0	23,5	1	30 067	HD fac.=0.67		3 462		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	13			cell	 75-85x38-42 	80,0				40,0	26,8	1	44 881	HD fac.=0.67		5 044		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	flattened ellipsoid	p/6*l*d1*d2	14			cell	 85-100x43-48	92,5				46,3	31,0	1	69 377	HD fac.=0.67		7 592		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	15			cell	 5-10					7,5		1	166			26		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	16			cell	 10-15					12,5		1	767			110		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	17			cell	 15-20					17,5		1	2 104			285		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	18			cell	 20-25					22,5		1	4 471			578		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	19			cell	 25-35					30,0		1	10 598			1 301		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	20			cell	 35-45					40,0		1	25 120			2 925		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					AU	sphere-25%	p/6*d^3*0.75	21			cell	 45-55					50,0		1	49 063			5 484		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	51			cell	 5-10x4-6	7,5				5,3	3,5	1	72	HD fac.=0.67		12		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	52			cell	 10-15x7-10	12,5				8,8	5,9	1	336	HD fac.=0.67		51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	53			cell	 15-20x11-13	17,5				12,3	8,2	1	921	HD fac.=0.67		131		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	54			cell	 20-25x14-17	22,5				15,8	10,6	1	1 957	HD fac.=0.67		266		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	55			cell	 25-35x18-23	30,0				21,0	14,1	1	4 639	HD fac.=0.67		599		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	56			cell	 35-45x30-34	40,0				32,0	21,4	1	14 362	HD fac.=0.67		1 730		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	57			cell	 45-55x38-42	50,0				40,0	26,8	1	28 051	HD fac.=0.67		3 244		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	58			cell	 55-65x44-50	60,0				48,0	32,2	1	48 472	HD fac.=0.67		5 422		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	59			cell	 35-45x18-22 	40,0				20,0	13,4	1	5 610	HD fac.=0.67		716		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	60			cell	 45-55x23-27 	50,0				25,0	16,8	1	10 957	HD fac.=0.67		1 342		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	61			cell	 55-65x28-32 	60,0				30,0	20,1	1	18 934	HD fac.=0.67		2 243		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	62			cell	 65-75x33-37 	70,0				35,0	23,5	1	30 067	HD fac.=0.67		3 462		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	63			cell	 75-85x38-42 	80,0				40,0	26,8	1	44 881	HD fac.=0.67		5 044		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	flattened ellipsoid	p/6*l*d1*d2	64			cell	 85-100x43-48	92,5				46,3	31,0	1	69 377	HD fac.=0.67		7 592		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	65			cell	 5-10					7,5		1	166			26		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	66			cell	 10-15					12,5		1	767			110		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	67			cell	 15-20					17,5		1	2 104			285		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	68			cell	 20-25					22,5		1	4 471			578		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	69			cell	 25-35					30,0		1	10 598			1 301		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	70			cell	 35-45					40,0		1	25 120			2 925		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Glenodinium					HT	sphere-25%	p/6*d^3*0.75	71			cell	 45-55					50,0		1	49 063			5 484		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa arctica ssp. frigida			(Horiguchi) Rintala et Hällfors, G. 2010		AU	2 cones	p/12*d^2*h	1			cell	12-19				15,0	11,0		1	522			77		Correction 2013: Take away "µm" in Size range.
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa minima			Pomroy 1989		AU	2 cones	p/12*d^2*h	1			cell	 7-9				8,0	7,0		1	103			17		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa minima			Pomroy 1989		AU	2 cones	p/12*d^2*h	2			cell	 9-11				10,0	8,0		1	167			26		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa rotundata			(Lohmann) Hansen 1995		AU	cone + half sphere	p/12*d^2*(h+d/2)	1			cell	 10-12x5-7				11,0	6,0		1	132			21		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa rotundata			(Lohmann) Hansen 1995		AU	cone + half sphere	p/12*d^2*(h+d/2)	2			cell	 12-15x7-10				13,5	8,5		1	336			51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa triquetra			(Ehrenberg) Stein 1883		MX	2 cones	p/12*d^2*h	1			cell	 15-17x8				16,0	8,0		1	268			41		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa triquetra			(Ehrenberg) Stein 1883		MX	2 cones	p/12*d^2*h	2			cell	 17-19x11				18,0	11,0		1	570			84		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa triquetra			(Ehrenberg) Stein 1883		MX	2 cones	p/12*d^2*h	3			cell	 19-21x14-15				20,0	14,5		1	1 100			155		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa triquetra			(Ehrenberg) Stein 1883		MX	2 cones	p/12*d^2*h	4			cell	 22-24x15				23,0	15,0		1	1 354			188		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa triquetra			(Ehrenberg) Stein 1883		MX	2 cones	p/12*d^2*h	5			cell	 25-28x17-21				27,0	19,0		1	2 550			341		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa triquetra			(Ehrenberg) Stein 1883		MX	2 cones	p/12*d^2*h	6			cell	 32-34x21-23				33,0	22,0		1	4 179			543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	cone + half sphere	p/12*d^2*(h+d/2)	1			cell	 10-12x 5-7				11,0	6,0		1	132			21		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	cone + half sphere	p/12*d^2*(h+d/2)	2			cell	 12-15x 7-10				13,5	8,5		1	336			51		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	2 cones	p/12*d^2*h	3			cell	 15-17x 8				16,0	8,0		1	268			41		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	2 cones	p/12*d^2*h	4			cell	 17-19 x11				18,0	11,0		1	570			84		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	2 cones	p/12*d^2*h	5			cell	 20x14-15				20,0	14,5		1	1 100			155		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	2 cones	p/12*d^2*h	6			cell	 23x15				23,0	15,0		1	1 354			188		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	2 cones	p/12*d^2*h	7			cell	 25-28x17-21				27,0	19,0		1	2 550			341		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Heterocapsa					AU	2 cones	p/12*d^2*h	8			cell	 32-34x21-23				33,0	22,0		1	4 179			543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Kryptoperidinium foliaceum			(Stein) Lindemann 1924		AU	sphere-25%	p/6*d^3*0.75	1			cell	30					30,0		1	10 598			1 301		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Kryptoperidinium foliaceum			(Stein) Lindemann 1924		AU	sphere-25%	p/6*d^3*0.75	2			cell	25					25,0		1	6 133			778		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Kryptoperidinium foliaceum			(Stein) Lindemann 1924		AU	sphere-25%	p/6*d^3*0.75	3			cell	30-40					35,0		1	16 828			2 008		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Kryptoperidinium foliaceum			(Stein) Lindemann 1924		AU	sphere-25%	p/6*d^3*0.75	4			cell	41-50					45,0		1	35 767			4 075		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Oblea rotunda	CPX				HT	sphere-10%	p/6*d^3*0.9	4			cell	30					30,0		1	12 717			1 543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Oblea rotunda	CPX				HT	sphere-10%	p/6*d^3*0.9	1			cell	 22-28					25,0		1	7 359			923		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Oblea rotunda	CPX				HT	sphere-10%	p/6*d^3*0.9	2			cell	 28-33					30,0		1	12 717			1 543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Oblea rotunda	CPX				HT	sphere-10%	p/6*d^3*0.9	3			cell	 34-36					35,0		1	20 194			2 383		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Oblea rotunda	CPX				HT	sphere-10%	p/6*d^3*0.9	5			cell	36-42					39,0		1	27 939			3 232		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Pentapharsodinium dalei			Indelicato & Loeblich III 1986		AU	cone + half sphere	p/12*d^2*(h+d/2)	1			cell	 <15				14,0	10,0		1	497			74		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Pentapharsodinium dalei			Indelicato & Loeblich III 1986		AU	cone + half sphere	p/12*d^2*(h+d/2)	2			cell	 15-20				18,0	14,0		1	1 282			179		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Pentapharsodinium dalei			Indelicato & Loeblich III 1986		AU	cone + half sphere	p/12*d^2*(h+d/2)	3			cell	 20-25				23,0	20,0		1	3 454			454		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridinium cinctum			(O.F. Müller) Ehrenberg 1838		AU	sphere-20%	p/6*d^3*0.8	1			cell	45					45,0		1	38 151			4 330		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridinium inconspicuum			Lemmermann 1899		AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 20x30	30,0				20,0	13,4	1	4 208			546		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridinium quinquecorne			Abe, 1927		AU	cone + half sphere	p/12*d^2*(h+d/2)	1			cell	25-30x20-25				27,5	22,5		1	5 133			658		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridinium					AU	flattened ellipsoid	p/6*l*d1*d2	1			cell	 25X26-34	30,0				25,0	12,0	1	4710			607		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Peridinium					AU	flattened ellipsoid	p/6*l*d1*d2	2			cell	35-45x35-45	40,0				40,0	20,0	1	16747			1 999		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Preperidinium meunieri			(Pavillard) Elbrächter 1993		HT	flattened ellipsoid	p/6*l*d1*d2	1			cell	 48x28	48,0				28,0	18,8	1	13 195			1 598		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Preperidinium meunieri			(Pavillard) Elbrächter 1993		HT	flattened ellipsoid	p/6*l*d1*d2	2			cell	 55x38	55,0				38,0	25,5	1	27 847			3 222		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium achromaticum			(Levander) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	1			cell	 33-37					35,0		1	20 194			2 383		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium achromaticum			(Levander) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	2			cell	 38-42					40,0		1	30 144			3 471		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium bipes			(Paulsen) Balech 1974		HT	half cone	p/24*d^2*h	1			cell	 18-22x12-14				20,0	13,0		1	442			66		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium bipes			(Paulsen) Balech 1974		HT	half cone	p/24*d^2*h	2			cell	 23-26x17-21				25,0	19,0		1	1 181			166		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium bipes			(Paulsen) Balech 1974		HT	half cone	p/24*d^2*h	3			cell	 27-30x22-26				28,0	24,0		1	2 110			286		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium breve			(Paulsen) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	1			cell	 23-27					25,0		1	7 359			923		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium breve			(Paulsen) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	2			cell	 28-32					30,0		1	12 717			1 543		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium breve			(Paulsen) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	3			cell	 33-37					35,0		1	20 194			2 383		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium breve			(Paulsen) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	4			cell	 38-42					40,0		1	30 144			3 471		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium breve			(Paulsen) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	5			cell	 43-47					45,0		1	42 920			4 836		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium breve			(Paulsen) Balech 1974		HT	sphere-10%	p/6*d^3*0.9	6			cell	 48-52					50,0		1	58 875			6 508		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium brevipes			(Paulsen) Balech 1974		HT	cone + half sphere	p/12*d^2*(h+d/2)	1			cell	 18-22				20,0	20,0		1	3 140			415		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium brevipes			(Paulsen) Balech 1974		HT	cone + half sphere	p/12*d^2*(h+d/2)	2			cell	 23-29				26,0	26,0		1	6 899			869		
DINOPHYTA (PYRROPHYTA)	Dinophyceae	PERIDINIALES	Protoperidinium brevipes			(Paulsen) Balech 1974		HT	cone + half sphere	p/12*d^2*(h+d/2)	3			cell	 30-35				34,0	31,0		1	12 447			1 513		
